id,series_type,user_id,series_id,status,score,progress,progress_volume,priority,repeat,private,notes,custom_lists,advanced_scores,hidden_default,started_on,finished_on,created_at,updated_at
447950026,1,7078392,135325,4,70,60,0,0,0,0,,[],[],0,0,0,2024-12-21 11:23:34,2024-12-26 06:55:05
447950161,1,7078392,132359,3,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:25:08,2024-12-21 11:25:08
447950181,1,7078392,128589,4,50,82,0,0,0,0,,[],[],0,0,0,2024-12-21 11:25:23,2024-12-26 06:22:42
447950223,1,7078392,121276,2,70,102,7,0,0,0,,[],[],0,0,20241220,2024-12-21 11:26:03,2024-12-21 11:26:03
447950259,1,7078392,104533,2,90,158,12,0,0,0,,[],[],0,0,20241220,2024-12-21 11:26:29,2024-12-21 11:26:29
447950417,1,7078392,128998,4,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:28:36,2024-12-21 11:28:36
447950436,1,7078392,128403,3,30,30,0,0,0,0,,[],[],0,0,0,2024-12-21 11:28:52,2024-12-26 06:18:03
447950448,1,7078392,136087,4,70,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:29:00,2024-12-21 11:29:00
447950459,1,7078392,108451,3,10,40,0,0,0,0,,[],[],0,0,0,2024-12-21 11:29:06,2025-01-01 07:05:40
447950472,1,7078392,120222,4,50,70,0,0,0,0,,[],[],0,0,0,2024-12-21 11:29:19,2024-12-26 06:00:17
447950505,1,7078392,142372,2,90,74,5,0,0,0,,[],[],0,0,20241220,2024-12-21 11:29:51,2024-12-21 11:29:51
447950516,1,7078392,131376,3,0,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:30:01,2024-12-21 11:30:01
447950586,1,7078392,119701,4,0,124,0,0,0,0,,[],[],0,0,0,2024-12-21 11:31:17,2024-12-26 06:09:40
447950701,1,7078392,98695,3,10,60,0,0,0,0,,[],[],0,0,0,2024-12-21 11:33:01,2024-12-26 06:16:48
