id,series_type,user_id,series_id,status,score,progress,progress_volume,priority,repeat,private,notes,custom_lists,advanced_scores,hidden_default,started_on,finished_on,created_at,updated_at
447950727,1,7078392,137836,4,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:33:28,2024-12-21 11:33:28
447950732,1,7078392,150663,4,30,60,0,0,0,0,,[],[],0,0,0,2024-12-21 11:33:32,2024-12-23 05:40:52
447950832,1,7078392,130660,3,30,40,0,0,0,0,,[],[],0,0,0,2024-12-21 11:35:20,2024-12-26 06:17:39
447950871,1,7078392,143099,2,90,80,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:35:56,2024-12-21 11:35:56
447950911,1,7078392,111140,2,50,102,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:36:39,2024-12-23 04:48:16
447950919,1,7078392,153983,4,30,43,0,0,0,0,,[],[],0,0,0,2024-12-21 11:36:47,2025-01-01 04:13:48
447950939,1,7078392,149756,2,70,75,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:37:02,2024-12-21 11:37:02
447950967,1,7078392,142254,0,50,5,0,0,0,0,,[],[],0,0,0,2024-12-21 11:37:24,2025-01-12 01:52:56
447950988,1,7078392,141579,4,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:37:50,2024-12-21 11:37:50
447950996,1,7078392,117663,4,70,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:37:57,2024-12-21 11:37:57
447951008,1,7078392,126986,2,90,269,0,0,1,0,,[],[],0,20241220,20241222,2024-12-21 11:38:10,2025-01-04 04:18:12
447951092,1,7078392,125485,3,50,70,0,0,0,0,,[],[],0,0,0,2024-12-21 11:39:20,2024-12-26 06:29:52
447951113,1,7078392,159436,3,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:39:32,2024-12-21 11:39:32
447951137,1,7078392,145134,4,50,100,0,0,0,0,,[],[],0,0,0,2024-12-21 11:40:11,2024-12-23 05:42:44
447951141,1,7078392,127037,3,0,62,0,0,0,0,,[],[],0,0,0,2024-12-21 11:40:18,2024-12-26 06:15:13
447951163,1,7078392,134671,2,70,118,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:40:48,2024-12-21 11:40:48
447951192,1,7078392,153514,3,10,70,0,0,0,0,,[],[],0,0,0,2024-12-21 11:41:27,2024-12-26 06:09:57
447951225,1,7078392,156477,4,70,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:42:12,2024-12-21 11:42:12
447951250,1,7078392,126295,2,30,130,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:42:39,2025-03-07 10:22:26
447951309,1,7078392,97717,3,30,370,0,0,0,0,,[],[],0,0,0,2024-12-21 11:43:39,2024-12-23 05:38:17
447951393,1,7078392,109441,2,70,88,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:45:27,2024-12-21 11:45:27
447951455,1,7078392,137280,3,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:46:25,2024-12-21 11:46:25
447951521,1,7078392,140896,3,30,30,0,0,0,0,,[],[],0,0,0,2024-12-21 11:47:07,2024-12-26 06:01:40
447952181,1,7078392,109398,2,90,10,1,0,0,0,,[],[],0,0,20250104,2024-12-21 11:47:55,2025-01-05 08:07:22
447952380,1,7078392,116133,4,0,42,0,0,0,0,,[],[],0,0,0,2024-12-21 11:48:46,2024-12-26 06:07:26
447952463,1,7078392,109219,4,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:49:51,2024-12-21 11:49:51
447952481,1,7078392,142352,3,30,72,0,0,0,0,,[],[],0,0,0,2024-12-21 11:50:13,2025-02-10 10:45:32
447956209,1,7078392,133795,0,30,0,0,0,0,0,need to reread + pick up this along with ilyoo,[],[],0,0,0,2024-12-21 11:50:31,2025-08-13 06:07:45
447956256,1,7078392,126284,4,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:51:13,2024-12-23 04:49:12
447956335,1,7078392,102354,2,90,92,3,0,0,0,,[],[],0,0,20241220,2024-12-21 11:52:19,2024-12-21 11:52:19
447956380,1,7078392,154775,3,50,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:52:58,2024-12-21 11:52:58
447956422,1,7078392,129791,5,90,64,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:53:26,2025-08-25 06:59:27
447956452,1,7078392,113309,3,10,50,0,0,0,0,,[],[],0,0,0,2024-12-21 11:53:57,2024-12-26 06:16:07
447956518,1,7078392,116768,2,10,79,0,0,0,0,,[],[],0,0,20241222,2024-12-21 11:54:50,2024-12-23 05:40:32
447956575,1,7078392,114599,2,50,117,12,0,0,0,,[],[],0,0,20241220,2024-12-21 11:55:25,2024-12-21 11:55:25
447956656,1,7078392,111799,2,50,72,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:56:18,2024-12-21 11:56:18
447956667,1,7078392,134677,2,50,112,0,0,0,0,,[],[],0,0,20241220,2024-12-21 11:56:29,2024-12-21 11:56:29
447956675,1,7078392,135404,4,30,30,0,0,0,0,,[],[],0,0,0,2024-12-21 11:56:36,2024-12-26 06:00:41
447956713,1,7078392,152427,3,10,30,0,0,0,0,,[],[],0,0,0,2024-12-21 11:57:04,2024-12-26 06:10:27
447956728,1,7078392,120727,2,70,75,8,0,0,0,,[],[],0,0,20241220,2024-12-21 11:57:13,2024-12-26 07:30:19
447956815,1,7078392,135561,3,50,60,0,0,0,0,,[],[],0,0,0,2024-12-21 11:58:01,2025-01-06 08:36:42
447956846,1,7078392,160454,4,70,0,0,0,0,0,,[],[],0,0,0,2024-12-21 11:58:22,2024-12-21 11:58:22
447956871,1,7078392,169392,0,70,55,0,0,0,0,,[],[],0,20241220,0,2024-12-21 11:58:36,2024-12-26 07:03:52
448247924,1,7078392,31706,2,90,95,24,0,0,0,,[],[],0,0,20241222,2024-12-23 04:50:26,2024-12-23 04:50:26
448247951,1,7078392,30657,0,90,55,0,0,0,0,,[],[],0,20241222,0,2024-12-23 04:50:49,2024-12-26 07:00:49
448247966,1,7078392,30642,4,70,0,0,0,0,0,,[],[],0,0,0,2024-12-23 04:50:58,2024-12-23 04:50:58
448248016,1,7078392,30026,4,90,370,0,0,0,0,,[],[],0,20241222,0,2024-12-23 04:51:19,2025-02-03 07:40:25
448248075,1,7078392,98263,0,90,84,0,0,0,0,,[],[],0,20241222,0,2024-12-23 04:51:55,2025-02-09 05:26:48
448248113,1,7078392,74347,4,70,142,0,0,0,0,,[],[],0,20241222,0,2024-12-23 04:52:19,2024-12-26 06:59:28
448248218,1,7078392,55515,0,50,0,0,0,0,0,,[],[],0,20241222,0,2024-12-23 04:53:29,2024-12-23 04:53:29
448248232,1,7078392,98842,0,90,122,0,0,0,0,,[],[],0,20241222,0,2024-12-23 04:53:39,2025-02-17 09:28:19
448248267,1,7078392,115090,2,90,1,0,0,0,0,,[],[],0,0,20241222,2024-12-23 04:54:05,2025-03-07 10:22:21
448256477,1,7078392,30021,2,70,108,12,0,0,0,,[],[],0,0,20241222,2024-12-23 05:32:05,2024-12-23 05:32:05
448256536,1,7078392,136807,2,70,1,1,0,0,0,,[],[],0,0,20241222,2024-12-23 05:32:45,2024-12-23 05:32:45
448256599,1,7078392,30936,1,0,0,2,0,0,0,,[],[],0,20241222,0,2024-12-23 05:33:22,2025-01-21 03:47:55
448256997,1,7078392,131128,2,90,130,0,0,1,0,,[],[],0,0,20241222,2024-12-23 05:36:57,2025-10-25 06:09:20
448257052,1,7078392,154474,2,50,69,0,0,0,0,,[],[],0,0,20241222,2024-12-23 05:37:25,2024-12-23 05:37:25
448257478,1,7078392,161715,3,50,50,0,0,0,0,,[],[],0,0,0,2024-12-23 05:41:08,2024-12-23 05:41:08
448257500,1,7078392,129956,4,50,0,0,0,0,0,,[],[],0,0,0,2024-12-23 05:41:18,2024-12-23 05:41:18
448257623,1,7078392,132651,2,30,53,4,0,0,0,,[],[],0,20241222,20241223,2024-12-23 05:42:28,2024-12-23 11:15:19
448257838,1,7078392,169882,3,50,11,0,0,0,0,,[],[],0,0,0,2024-12-23 05:43:02,2025-02-10 10:43:10
448257882,1,7078392,130045,3,30,60,0,0,0,0,,[],[],0,0,0,2024-12-23 05:43:23,2024-12-23 05:43:23
448312982,0,7078392,16498,2,90,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:23:47,2024-12-23 10:23:47
448313011,0,7078392,101922,2,50,26,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:24:09,2024-12-23 10:24:09
448313027,0,7078392,113415,2,70,24,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:24:21,2024-12-23 10:24:21
448313036,0,7078392,11061,2,90,148,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:24:26,2024-12-23 10:24:26
448313046,0,7078392,20958,2,70,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:24:38,2024-12-23 10:24:38
448313055,0,7078392,20,2,70,220,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:24:44,2024-12-23 10:24:44
448313075,0,7078392,20605,2,50,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:24:53,2024-12-23 10:24:53
448313112,0,7078392,101759,2,50,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:21,2024-12-23 10:25:21
448313119,0,7078392,21856,2,50,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:26,2024-12-23 10:25:26
448313125,0,7078392,99147,2,70,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:31,2024-12-23 10:25:31
448313137,0,7078392,20954,2,70,1,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:37,2024-12-23 10:25:37
448313145,0,7078392,21519,2,70,1,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:43,2024-12-23 10:25:43
448313153,0,7078392,20755,2,90,22,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:49,2024-12-23 10:25:49
448313169,0,7078392,110277,2,90,16,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:25:55,2024-12-23 10:25:55
448313174,0,7078392,100166,2,50,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:01,2024-12-23 10:26:01
448313180,0,7078392,21507,2,90,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:06,2024-12-23 10:26:06
448313186,0,7078392,21234,2,70,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:12,2024-12-23 10:26:12
448313192,0,7078392,20665,2,30,22,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:19,2024-12-23 10:26:19
448313196,0,7078392,9253,2,70,24,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:26,2024-12-23 10:26:26
448313206,0,7078392,20464,2,70,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:32,2024-12-23 10:26:32
448313214,0,7078392,104578,2,70,10,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:38,2024-12-23 10:26:38
448313217,0,7078392,1735,2,90,500,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:42,2024-12-23 10:26:42
448313225,0,7078392,104276,2,50,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:26:49,2024-12-23 10:26:49
448313248,0,7078392,97940,2,50,170,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:03,2024-12-23 10:27:03
448313253,0,7078392,101291,2,30,13,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:08,2024-12-23 10:27:08
448313263,0,7078392,140960,2,70,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:19,2024-12-23 10:27:19
448313271,0,7078392,101348,2,90,24,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:24,2024-12-23 10:27:24
448313284,0,7078392,124080,2,90,13,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:29,2024-12-23 10:27:29
448313288,0,7078392,112151,2,70,1,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:34,2024-12-23 10:27:34
448313298,0,7078392,199,2,50,1,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:44,2024-12-23 10:27:44
448313314,0,7078392,14719,2,90,26,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:27:53,2024-12-23 10:27:53
448313328,0,7078392,120120,2,50,24,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:01,2024-12-23 10:28:01
448313335,0,7078392,99263,2,50,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:07,2024-12-23 10:28:07
448313344,0,7078392,101338,2,90,13,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:13,2024-12-23 10:28:13
448313351,0,7078392,20997,2,70,13,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:20,2024-12-23 10:28:20
448313363,0,7078392,21311,2,90,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:27,2024-12-23 10:28:27
448313379,0,7078392,145064,2,50,23,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:41,2024-12-23 10:28:41
448313402,0,7078392,131573,2,50,1,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:28:55,2024-12-23 10:28:55
448313413,0,7078392,21698,2,50,10,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:02,2024-12-23 10:29:02
448313427,0,7078392,21170,2,90,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:12,2024-12-23 10:29:12
448313442,0,7078392,21804,2,90,120,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:25,2024-12-23 10:29:25
448313448,0,7078392,108725,2,30,11,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:29,2024-12-23 10:29:29
448313468,0,7078392,129874,2,50,7,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:41,2024-12-23 10:29:41
448313480,0,7078392,20474,2,90,24,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:48,2024-12-23 10:29:48
448313536,0,7078392,19,2,90,74,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:29:58,2024-12-23 10:29:58
448313545,0,7078392,21450,2,90,39,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:30:06,2024-12-23 10:30:06
448313561,0,7078392,133965,2,50,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:30:19,2024-12-23 10:30:19
448313579,0,7078392,106625,2,70,13,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:30:35,2024-12-23 10:30:35
448313587,0,7078392,124845,3,30,6,0,0,0,0,,[],[],0,0,0,2024-12-23 10:30:42,2024-12-31 12:23:50
448313600,0,7078392,102883,2,90,39,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:30:49,2024-12-23 10:30:49
448313606,0,7078392,20799,2,90,24,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:30:59,2024-12-23 10:30:59
448314062,0,7078392,150672,2,10,11,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:31:10,2024-12-23 10:31:10
448314083,0,7078392,137822,2,50,24,0,0,0,0,,[],[],0,0,20241225,2024-12-23 10:31:23,2024-12-26 07:26:22
448314095,0,7078392,121,2,90,51,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:31:34,2024-12-23 10:31:34
448314144,0,7078392,21679,2,90,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:31:57,2024-12-23 10:31:57
448314157,0,7078392,124153,2,50,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:32:05,2024-12-23 10:32:05
448314176,0,7078392,108463,2,90,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:32:23,2024-12-23 10:32:23
448314183,0,7078392,140439,2,90,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:32:30,2024-12-23 10:32:30
448314194,0,7078392,6045,2,70,25,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:32:39,2024-12-23 10:32:39
448314224,0,7078392,151801,2,70,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:33:00,2024-12-23 10:33:00
448314237,0,7078392,20727,2,50,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:33:10,2024-12-23 10:33:10
448314247,0,7078392,21127,2,70,23,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:33:16,2024-12-23 10:33:16
448314264,0,7078392,99629,2,30,12,0,0,0,0,,[],[],0,0,20241222,2024-12-23 10:33:24,2024-12-23 10:33:24
